source_id,label,spatial_group,split
,0,34_32,spatial_holdout
,0,26_33,train
,0,31_39,train
,0,32_39,train
,0,33_37,train
,0,25_32,train
,0,24_31,spatial_holdout
,0,33_33,spatial_holdout
,0,28_33,train
,0,23_35,train
,0,29_35,train
,0,31_36,train
,0,34_34,spatial_holdout
,0,28_31,train
,0,31_39,train
,0,30_29,train
,0,35_37,train
,0,27_35,train
,0,30_27,train
,0,29_29,train
,0,33_29,train
,0,35_36,spatial_holdout
,0,33_39,spatial_holdout
,0,32_37,train
,0,24_28,train
,0,30_31,train
,0,33_29,train
,0,35_40,spatial_holdout
,0,36_38,spatial_holdout
,0,25_32,train
,0,25_37,train
,0,24_33,train
,0,25_28,train
,0,38_38,spatial_holdout
,0,30_28,train
,0,35_40,spatial_holdout
,0,24_36,train
,0,30_35,spatial_holdout
,0,26_28,train
,0,35_40,spatial_holdout
,0,36_37,spatial_holdout
,0,35_41,train
,0,39_40,train
,0,31_33,train
,0,31_38,train
,0,25_38,train
,0,33_35,spatial_holdout
,0,32_36,train
,0,24_38,train
,0,35_36,spatial_holdout
,0,32_38,train
,0,25_31,spatial_holdout
,0,30_40,train
,0,31_28,train
,0,35_35,train
,0,32_29,train
,0,32_38,train
,0,27_27,train
,0,24_28,train
